,review,condition,drugName
4213,"""I suffer from complicated grief and PTSD, I lost my only child to severe mental illness almost six years ago. My anxiety is through the roof right now.  Psychiatrist prescribed Ativan but it does nothing really (. MG) compared to Alprazolam (generic for Xanax).  Even splitting a . MG pill helps me to stop frantic behaviors.  But this stuff is addictive, you have to be careful never to go over prescribed daily dose and I don&#;t know how difficult it will be to stop this medication, if I ever decide to do that.""",2,1
4228,""" y/o female who was diagnosed with ADHD at . My parents chose not to treat it with medication. As an adult in college- I got made fun of in good humor by friends about how much I studied. I couldn&#;t concentrate, remember, mind wander and jump to something else &amp; hyper. Tried Adderall instant and XR. My husband said both made me mean and irritable. Plus I lost  pounds before our wedding (already underweight). It increased my anxiety, I hated it. My psychiatrist switched me to Vyvanse mg. Wow! No mood swings, no appetite changes, can concentrate, less anxiety because it evens me out.  I feel alive and normal!""",1,6
4337,"""I am so grateful to find other&#;s who actually are thankful to this medicine. I have been beating myself up over taking it for the past two years, due to this new medication free obsession (which is good advice for some), but this is the ONLY medication that has made me feel better. Instead of going up in dosage, after being diagnosed with post traumatic stress disorder two years ago, I have gone down (without even trying). This is an amazing and life saving medication to those who actually need it. I have suffered all my life and nothing else ever worked. Just a tip: if people tell you that you don&#;t need this medication, think back to before you ever took it.  % satisfaction with this medicine!""",2,2
4358,"""Prescribed for pain on a as needed basis. Make me feel euphoric but does little for the pain. Makes me itch and I don&#;t sleep well when taking. Always wake up with a hangover type headache. Now, If I mix it with a Goodys power or another NSAIDs it works ok. Side effects are still problematic.""",4,7
4563,"""Recently we made big changes in our lives, which set off such a bad
anxiety reaction! I have dealt with this on and off for years! I was already on Tramadol for RA and a bad back.
I have been on Xanax and was put on other popular anxiety meds, but always noticed how calm my Tramadol made me.
I stopped the new meds as they did not do much! If it wasn&#;t for my Tramadol I don&#;t know what I would do.
I wish doctors would research this so it be subscribed for anxiety!""",2,7
4584,"""My  yr old son has been on mg of Vyvanse for the past month and a half. I was so reluctant to start him on any type of medicine, but his inability to focus, keep his hands to himself, stay in his seat at school, etc., was affecting the learning of his classmates and causing him to have a hard time making friends. I saw a difference in him (and his teacher did, too), immediately after the st dose, he was able to focus, was making friends, etc. I have decided to try him on something different because he&#;s losing weight and he&#;s not the happy, sweet boy that I know he is. He&#;s moody, he gets upset extremely easily, he&#;s grumpy, and is SUPER serious about everything, he finds nothing funny. Its definitely altered his personality, even off the meds.""",1,6
4630,"""I&#;ve had moderate, treatment resistant acne since I was about . I am now  and I started Claravis  weeks ago. I noticed my breakouts have been slightly worse for these first few months and I breakout around my mouth particularly bad and it looks like herpes and it&#;s very embarrassing. However my back/chest are completely clear (they had mild acne before) and my cheeks have been clearer than usual. I&#;m hoping the pimples on my mouth will go away soon.""",0,5
4637,"""Very little relief and side effects out way benefits. I was on it for chronic pain """,4,4
4686,"""We switched on the advice of the then new ADHD therapist.  It took longer to &quot;kick in&quot; and build up than other meds we tried but it has been a God send.  His grades are WAY up and he&#;s not as hot or cold as he used to be.  My only issues are he won&#;t eat while on it...not even a tiny bite.  Dr is keeping an eye on the weight.  Also, to me, he&#;s not himself.  I don&#;t like the flatness because his personality is so big!  At least it wears off!""",1,6
4692,"""Have been on Lexapro for two years now. First weeks were truly horrible and took - weeks for full effect. But hang in there! My life is finally anxiety free and I enjoy the smallest things. I see now how much place and energy the anxiety took before. Not anymore. No side effects. Take it at night to avoid sexual side effects. (Had them when I took Lex in the morning.)""",2,3
4706,"""I was prescribed Xanax in  when I started college at age . Have Panic Disorder, anxiety disorder and PTSD. Dosage has always been .- mg daily. I&#;m completely a different person with it!! No more stuttering, no more panic attacks and running out if class to hide. 
I&#;ve never had to increase the dose since . I could never gave gotten through  years of college without it!!""",2,1
