,review,condition,drugName,card2vec
500,irsquove taking yasmin  years issues switched cheaper brand similar yasmin couple months started get multiple bladder infections switched back yasmin still problems decreased libido,173,66,"[-0.151154562830925, 0.3267379403114319, 0.32789841294288635, 0.43638917803764343, 0.2502876818180084, 0.09464530646800995, -0.13275642693042755, 0.6809391975402832, -0.15268300473690033, -0.4408486485481262, -0.0028436004649847746, 0.8127426505088806, -0.28868338465690613, -0.9057537913322449, -0.1507330983877182, -0.08735912293195724, -0.4317879378795624, 0.2905914783477783, -0.14363430440425873, -0.1738850623369217, 0.08443736284971237, -0.7962110638618469, -0.513569712638855, 0.06281421333551407, 0.24850967526435852, 0.08043737709522247, -0.20206351578235626, 0.1707751452922821, -1.4961111545562744, 0.057692091912031174, 0.35715600848197937, 0.8364980816841125, -0.059507228434085846, 0.8659754395484924, 0.402545690536499, -0.04662651568651199, 0.23935869336128235, 0.13105864822864532, -0.08520987629890442, -0.14081880450248718, 0.0959685891866684, 0.12752579152584076, -0.39544540643692017, -0.6285794377326965, -0.022117093205451965, -0.5393745303153992, -0.46126943826675415, -0.7697674632072449, 0.00048167022760026157, -0.1450321525335312, 0.3190930187702179, -0.28872206807136536, 0.34520581364631653, 0.4705168604850769, 0.24304427206516266, -0.2150810807943344, -1.0570220947265625, 0.23145440220832825, 0.5036948919296265, -0.7438493967056274, 0.4159790277481079, -0.34204453229904175, -0.9316409826278687, 0.8479582667350769]"
501, year amp  month exact first  months horrible irregular periods amp always felt like pregnant months went past periods became regular amp always forget arm effective really prevent pregnancy concern its time come ive seen many videos hard come,173,1315,"[0.48511484265327454, 0.5377539396286011, -0.3763677179813385, -0.7597656846046448, 0.3227520287036896, 0.6017431020736694, -0.6278758645057678, 0.04354317486286163, -0.5344244241714478, -0.5471116304397583, 0.35908249020576477, -0.03120729699730873, -0.47785329818725586, -0.6150293350219727, -0.5552712082862854, 0.16492098569869995, 0.4452649652957916, -0.33260563015937805, 0.3672507405281067, -0.9492175579071045, 0.14268994331359863, 0.3741271197795868, -0.16037890315055847, 0.7265312671661377, -0.17076432704925537, -0.184622123837471, -1.0833228826522827, -0.12793143093585968, 0.49258139729499817, 0.37998050451278687, -0.14244809746742249, -0.20538809895515442, -0.17969319224357605, 0.3472365140914917, 1.1121630668640137, 1.0047051906585693, 0.4423747658729553, 1.0309715270996094, 0.02139919623732567, 0.14332439005374908, 0.423019677400589, -0.059475045651197433, 0.04303042218089104, 0.007174129132181406, -1.0666359663009644, 0.3057878911495209, -0.9638704061508179, -0.440257728099823, 0.4951479732990265, 0.24523644149303436, -0.01262084674090147, -0.2165156602859497, 0.7201036810874939, 0.8234459161758423, 0.8016713261604309, 0.3987800180912018, 0.33741986751556396, -0.09294252097606659, 0.02979160100221634, -0.05772656202316284, 0.8889860510826111, -0.6590354442596436, -0.4028264284133911, 0.4230160713195801]"
502,started rd month contave currently lbs notice change appetite week  figure take dinner eat less even eat  used eat problem terrible cotton mouth jolly ranchers become best friend,592,687,"[0.3148348927497864, 0.6709668636322021, -0.22401271760463715, 0.4175639748573303, 0.7758892774581909, 0.5961393117904663, -0.30453476309776306, -0.18057088553905487, -0.28051993250846863, -0.21634207665920258, 0.0662623718380928, -0.25732025504112244, -0.3896106779575348, -0.8529761433601379, 0.04285683482885361, -0.19953705370426178, 0.8372288942337036, -0.16918274760246277, 0.12940765917301178, -0.17222094535827637, 0.4201093316078186, 0.6531537771224976, -0.05885366350412369, -0.5585935115814209, 0.09926556050777435, -0.055639926344156265, -0.40973907709121704, 0.74375319480896, -0.9518821835517883, -0.0556306354701519, -0.1502564251422882, 0.24095562100410461, -0.9279384016990662, -0.6495505571365356, 0.465721070766449, 0.18191418051719666, 0.20176814496517181, 0.8462210297584534, 0.1489032357931137, -0.09068668633699417, -0.21856871247291565, -0.35803845524787903, 0.6304943561553955, -0.18177185952663422, -0.35788291692733765, -0.4420047402381897, -0.06288659572601318, 0.014475037343800068, -0.12354273349046707, 0.12093012034893036, 0.3603096306324005, -0.07168567180633545, -0.12672005593776703, -0.45085349678993225, 0.38577866554260254, 0.5086131691932678, -1.106982707977295, -0.15113550424575806, 0.4749932587146759, -0.9831382632255554, 0.11936293542385101, -0.5888004899024963, -0.7339500784873962, 0.19116637110710144]"
503,started rd month contave currently lbs notice change appetite week  figure take dinner eat less even eat  used eat problem terrible cotton mouth jolly ranchers become best friend,592,126,"[0.22538834810256958, 0.7091822028160095, -0.2599465847015381, 0.48538872599601746, 0.7049119472503662, 0.5878039598464966, -0.41966065764427185, -0.12091445922851562, -0.320541113615036, -0.3186773955821991, 0.05650682747364044, -0.20222501456737518, -0.4362078309059143, -0.9495323896408081, 0.12765538692474365, -0.1626354157924652, 0.7255614995956421, -0.11071950942277908, 0.31242185831069946, -0.15222643315792084, 0.3144746422767639, 0.7770103216171265, -0.050120435655117035, -0.5361728668212891, 0.14901380240917206, -0.03864707052707672, -0.28448286652565, 0.8292525410652161, -0.891179084777832, -0.034759022295475006, 0.05531030148267746, 0.29804930090904236, -0.8286975026130676, -0.5969000458717346, 0.4656442701816559, 0.10900408774614334, 0.285358190536499, 0.8734583854675293, 0.15016622841358185, -0.09103629738092422, -0.38976389169692993, -0.3113982081413269, 0.6159281730651855, -0.150202214717865, -0.3651182949542999, -0.415916383266449, -0.10224674642086029, 0.06905964761972427, -0.09675747901201248, 0.11630643159151077, 0.26540204882621765, -0.053785134106874466, -0.14252713322639465, -0.45992809534072876, 0.37190037965774536, 0.5431835651397705, -1.0844253301620483, -0.14222002029418945, 0.4852043390274048, -0.9205784797668457, 0.07919249683618546, -0.5227836966514587, -0.7381966710090637, 0.21633730828762054]"
504,born middle wwii england post traumatic stress disorder also sexually assaulted age  yrs came states age  went downhill major depression prozac many many years also taking klonopin many years given kind normal life used get tremors bad ambulance people thought grand mal seizure attack still get attacks help klonopin actually calm back normal state wouldnt call wonder medicine certainly helps,629,1783,"[0.6155943870544434, 0.8827574253082275, -0.43573105335235596, -0.09454245865345001, 0.9007639288902283, -0.08651603013277054, -0.9516646862030029, 0.1956733912229538, 0.2143874317407608, 0.33319875597953796, -0.9297091960906982, 0.9499163031578064, -0.3225264251232147, -0.5551819801330566, 0.15056709945201874, -0.3361385464668274, -0.23472923040390015, 0.4251299500465393, 0.7866264581680298, -0.7651511430740356, 1.8931119441986084, -1.1171714067459106, -0.24626506865024567, 0.7805856466293335, 0.6828699707984924, 0.05829227343201637, -0.36193153262138367, -0.4913957715034485, -0.458788126707077, 0.7202441692352295, 0.005042111035436392, -0.6724075078964233, -0.8015526533126831, 0.20905637741088867, 0.11281904578208923, 0.28591975569725037, 1.0728216171264648, -0.8131871223449707, -1.6630563735961914, 0.29105204343795776, -0.6286436319351196, 0.6883755326271057, -0.07886425405740738, -0.2774633467197418, -0.08466698974370956, -1.4140777587890625, -0.809683620929718, 0.07900328189134598, 0.1394001990556717, 1.1362504959106445, 0.3640458583831787, -0.4837418794631958, 0.052487123757600784, 0.21497948467731476, 0.994027316570282, -0.997153103351593, -0.5063442587852478, -0.4642113149166107, 1.3450621366500854, -0.00043806189205497503, -0.5576598048210144, -0.5407034754753113, -0.8346762657165527, 0.04131214693188667]"
505,quite good restoril dalmane right,457,3494,"[0.14408829808235168, 0.041993848979473114, -0.30014941096305847, 0.14678455889225006, 0.264139324426651, -0.13927479088306427, 0.14614802598953247, 0.02400590293109417, -0.0988059863448143, -0.3043496906757355, 0.4133167564868927, 0.2739315330982208, -0.33781591057777405, -0.46933460235595703, 0.29160189628601074, -0.08318725228309631, 0.22534041106700897, 0.05327881500124931, 0.041352108120918274, -0.10675249248743057, 0.28393274545669556, -0.09913649410009384, -0.07918088883161545, -0.09024108946323395, 0.17242498695850372, -0.06447368115186691, -0.21709094941616058, -0.052573855966329575, 0.017814714461565018, 0.01061516534537077, 0.039254069328308105, 0.26613959670066833, -0.2069537192583084, -0.10698747634887695, 0.1439211368560791, 0.03678281977772713, 0.3072885274887085, 0.217635840177536, -0.18166278302669525, 0.18580207228660583, 0.1576283723115921, 0.3124193847179413, -0.1135268583893776, -0.25940001010894775, 0.16329425573349, -0.2140749841928482, -0.22027398645877838, 0.14634393155574799, 0.1836501806974411, 0.22766579687595367, -0.2806514799594879, -0.17182336747646332, 0.37764790654182434, -0.33159545063972473, 0.3380431532859802, 0.04104982689023018, -0.43587416410446167, -0.07000761479139328, 0.23243340849876404, -0.37501415610313416, 0.0751432254910469, -0.3103930950164795, -0.1703645884990692, 0.0837991014122963]"
506,knew risky take antidepressant given symptoms trouble daily life needed help began taking wellbutrin xl  mg first week felt increase suicidal thoughts tremors psychomotor agitation felt like going die week psychiatrist added klonopin help control side effects since improvement quality life ask,272,3407,"[-0.3339514136314392, 1.1873323917388916, -0.2671140134334564, 0.3234093487262726, 0.9975572228431702, -0.6391065120697021, 0.0602571927011013, -0.48296037316322327, -0.3878215253353119, 0.11986403912305832, -0.8041946291923523, -0.3977966010570526, -0.29409804940223694, -1.1149908304214478, 1.2381861209869385, -0.4385400116443634, 0.4575662314891815, -0.5208539962768555, -1.0088353157043457, -0.1468810886144638, 2.069894552230835, 0.3404789865016937, 0.19373346865177155, 0.22124654054641724, -0.04846818372607231, -0.37477749586105347, 0.132551908493042, -0.42742428183555603, -0.7796086072921753, 0.448771595954895, -0.11934543401002884, -0.08942751586437225, -0.5936636924743652, 1.080908179283142, 0.3925672471523285, 0.37702691555023193, 0.03993663936853409, 0.19821396470069885, -1.2256828546524048, -0.2671350836753845, -0.8104815483093262, -0.3053649067878723, -0.5469990372657776, 0.029350826516747475, -0.3164933919906616, -0.027757326140999794, -0.09282305091619492, 0.0372045636177063, 0.18094906210899353, -0.8752965927124023, -1.2790117263793945, 0.015385693870484829, -0.8629156947135925, 0.14315608143806458, -0.4833289682865143, -0.09968551248311996, -0.8116960525512695, -0.2799428403377533, 0.9335299134254456, -0.28425297141075134, 0.045455560088157654, -0.46977370977401733, -0.6507711410522461, 0.1646159440279007]"
507,took lopressor  years worked well lowering blood pressure even calming anxiety lately doesnt work well guess doctor change,399,2080,"[0.3619585335254669, 0.22103439271450043, -0.6795949339866638, 0.5900806188583374, 0.20114625990390778, 0.1682177037000656, -0.45362868905067444, -0.060925956815481186, -0.0054015819914639, 0.2555338740348816, 0.22644080221652985, -0.0032443488016724586, -0.18777622282505035, -0.5388714671134949, -0.042723149061203, -0.02054000273346901, -0.09824201464653015, 0.5064678192138672, -0.37848910689353943, 0.34546220302581787, 0.770386815071106, -0.057179346680641174, 0.05421517789363861, 0.28999701142311096, -0.0193928312510252, -0.5074136853218079, -0.12990881502628326, -0.34726959466934204, -0.08958540111780167, -0.14639337360858917, 0.1641232818365097, -0.2175929993391037, -0.49781161546707153, 0.13992856442928314, 0.40683409571647644, 0.30586114525794983, 0.31887415051460266, 0.7767618894577026, -0.1452971249818802, 0.30311959981918335, -0.0970015898346901, 0.35680091381073, -0.230879008769989, -0.25547417998313904, -0.6406704783439636, 0.05531785264611244, -0.7958387732505798, 0.2609086334705353, 0.10078714787960052, 0.18343505263328552, -0.24957603216171265, -0.36528947949409485, 0.025345774367451668, -0.12302301824092865, 0.35652396082878113, 0.17746557295322418, -0.6605612635612488, 0.13731485605239868, 0.63890540599823, -0.1398322880268097, 0.08657445758581161, 0.09377146512269974, -0.4327843189239502, 0.3177380859851837]"
508,many people unreasonably scared klonopins bad withdrawal dramas well true painful process get away klonopin stepped comfortable zone want say would rather feel relaxed comfortable struggling unnecessary anxiety caused neurotransmitter unbalances medication truly gave freedom fear agitation get back life,131,879,"[-0.1653112918138504, -0.18495380878448486, -0.24008385837078094, -0.031328145414590836, 1.0690089464187622, -0.23572945594787598, -0.017151957377791405, -0.7003204226493835, -0.5130844116210938, 0.2629897892475128, 0.8112737536430359, 0.5824323296546936, -0.8129168152809143, -0.5644351243972778, -0.23108233511447906, 0.13090384006500244, 0.8343126773834229, 0.27014845609664917, 0.7632727026939392, -0.05414986610412598, 0.9552121758460999, -0.40211212635040283, -0.34873640537261963, 0.373244047164917, 1.2854299545288086, 0.23359836637973785, 0.12130896002054214, -0.19207070767879486, -0.22095422446727753, -0.019661594182252884, 0.47879016399383545, -0.5427176356315613, -0.9076228737831116, -0.18542182445526123, 0.6249306797981262, 0.4369752109050751, 0.22761806845664978, 0.20594851672649384, -0.6810510158538818, 0.24484407901763916, 0.34980300068855286, -0.01855936460196972, 0.03130106255412102, -0.3939395844936371, 0.07503881305456161, -0.4313332438468933, -0.9838030338287354, 1.0709447860717773, 0.08360620588064194, 0.8261950612068176, -0.3618595600128174, -0.11604270339012146, 0.1695147007703781, -0.640394389629364, 0.6633005738258362, 0.9169036746025085, 0.10710366815328598, 0.05789530277252197, 1.226385474205017, 0.608947217464447, -0.40905916690826416, -0.6982764601707458, -0.43691128492355347, 0.05857735127210617]"
509,started medication stop taking oral worked wonderful switched transdermal shortly starting patch constant dull headache thought maybe body needed adjust continued second week headache continued joints started bothering progressed body aches feeling like flu also stomach issues excessive burping gas energy emotionally feeling blah took patch see symptoms would improve overnight achy body gone still mild headache stomach issues far medicine cheap even insurance contacting pharmacy see return  day supply,673,861,"[-1.3438045978546143, 1.1752976179122925, -0.8578461408615112, 0.21320554614067078, -0.09784045070409775, 0.10662543773651123, 0.12982423603534698, -0.39095962047576904, -0.9050580859184265, 0.09954170882701874, 0.244644433259964, 1.3981988430023193, -0.44567573070526123, -0.5777589082717896, 0.8703022599220276, 0.20267266035079956, 0.7092733383178711, -0.355950266122818, -0.5342568159103394, -0.1829635202884674, 0.6264362335205078, -0.5073221921920776, 0.9777002930641174, -0.868644654750824, 0.1881507784128189, -0.5139601230621338, 0.11141122877597809, -0.701711893081665, -0.9177513718605042, -0.7883166670799255, 0.5615646839141846, 0.2937203645706177, -0.5417698621749878, -0.018665585666894913, -0.8262327909469604, -0.3376609981060028, -0.2886565327644348, 0.8713390827178955, -0.1465226113796234, -0.07195780426263809, -1.9859505891799927, 0.5061144232749939, 0.6879147291183472, -0.23944120109081268, -0.6719518303871155, -0.5824169516563416, -0.06426139920949936, -0.2558319866657257, -0.051821429282426834, -0.9880905151367188, -1.1432031393051147, 0.08038432151079178, 0.7208347916603088, -1.714152216911316, 0.5903510451316833, 0.07544057816267014, -0.5870582461357117, 0.3605803847312927, -0.4398544430732727, -0.8096210360527039, 1.243891716003418, 0.4560810327529907, -0.3970162868499756, 0.21845248341560364]"
