,condition,card2vec,drugName
21,218,"[0.2015865445137024, -0.2929050326347351, -0.6723592877388, 0.1305563896894455, 0.8763339519500732, 0.4645005166530609, -0.010106027126312256, -0.7716274857521057, -0.002913003321737051, -0.6076616644859314, 0.3261415362358093, 0.44335854053497314, -0.6993851065635681, -0.6193387508392334, -0.8730552792549133, -0.17879970371723175, -0.35537686944007874, 0.028385598212480545, 0.11401048302650452, 0.07209662348031998, 0.9813122153282166, 0.7801822423934937, 0.5809996724128723, 0.12010795623064041, 0.7531459331512451, -0.2764361500740051, 0.2235449105501175, 0.36112862825393677, 0.7070117592811584, 0.6193662285804749, 0.5558217763900757, -0.3938670754432678, -0.6242189407348633, -0.4016173183917999, 0.30551251769065857, -0.6994575262069702, 0.5648921132087708, 0.14445988833904266, 0.543609082698822, 0.3943948745727539, -0.6871944665908813, 0.8837534785270691, -0.1530361771583557, -0.09777522087097168, -0.32124727964401245, 0.5076481103897095, -0.358951210975647, 0.1379864513874054, 1.4217675924301147, 0.2411593347787857, -0.21627990901470184, 0.1253415197134018, 0.6166717410087585, -0.11403337866067886, 0.7340091466903687, 0.2981891334056854, -0.6063732504844666, -0.18268708884716034, 0.06426224112510681, 0.20090855658054352, 0.035380613058805466, 0.44242948293685913, 0.3966350853443146, 0.8655012845993042]",2264
22,405,"[1.0061798095703125, 0.8651500940322876, -0.5752415060997009, 0.6467289328575134, 1.0384666919708252, -0.19899238646030426, 0.5646723508834839, -0.35025036334991455, 0.33039721846580505, 0.14773176610469818, -0.1963484287261963, -0.2888515293598175, -0.6094135642051697, -1.5611076354980469, 1.2538726329803467, -0.24734856188297272, 0.04887327179312706, 0.21367013454437256, -0.06987065076828003, 0.3597654700279236, -0.6258403658866882, 0.489329993724823, -0.5647260546684265, 0.20641934871673584, 0.8664764761924744, 0.6719532608985901, -0.7447865605354309, -0.1967048943042755, -0.17152072489261627, 0.7545106410980225, -0.39642268419265747, 0.6183850765228271, -0.9868621230125427, -0.29670479893684387, -0.594372570514679, 0.23972679674625397, 0.8086187243461609, 0.30847790837287903, -0.453292578458786, 0.9051878452301025, -1.2271696329116821, 0.28566092252731323, -0.12353509664535522, -0.3557910919189453, 0.10630063712596893, 0.07144390046596527, -0.6089980602264404, -0.15000981092453003, 0.9365782141685486, 0.42555156350135803, -0.6011614799499512, -0.33002734184265137, -0.014822462573647499, -0.007473262958228588, -0.08182083070278168, 0.1421363353729248, -1.206628680229187, -0.17940913140773773, -0.7022682428359985, -1.1103546619415283, 0.10011527687311172, -0.6442140340805054, -0.6888037919998169, 0.022093309089541435]",486
23,457,"[0.2279527634382248, 0.7889689207077026, -0.4593450725078583, 1.0789813995361328, 0.2921125590801239, 0.13092200458049774, 1.3431439399719238, -0.5172067284584045, 1.0102101564407349, 0.08435007184743881, 0.6802637577056885, -0.30715322494506836, 0.24551834166049957, -1.1068145036697388, -0.6268104314804077, -0.1886279433965683, 0.6727306842803955, 0.014363315887749195, 0.8743038773536682, -0.9705576300621033, -0.33230799436569214, 0.6894258260726929, -1.1027458906173706, 0.713026762008667, 1.3803181648254395, 0.6403570175170898, -1.0758119821548462, -1.038932204246521, -0.3616864085197449, 0.7082850933074951, -0.01613115705549717, 0.24584972858428955, -0.35736170411109924, 0.00716072041541338, 0.6818441152572632, 1.152490496635437, 0.42468470335006714, 0.3443399965763092, 0.8706554174423218, -0.7334091663360596, 0.3022250533103943, 1.3220736980438232, -0.6385414600372314, 0.026887288317084312, 0.7466216087341309, -0.6285491585731506, -1.0345135927200317, 1.4080497026443481, 1.1919347047805786, 1.029558539390564, 0.36477696895599365, -0.15762019157409668, 0.4637902081012726, -0.9553741216659546, 0.1998874992132187, -1.7668668031692505, -1.8540375232696533, 0.017542894929647446, 0.0559205524623394, 0.3120472729206085, -0.3166211247444153, -1.5945247411727905, -1.1452105045318604, 1.6095643043518066]",3182
24,173,"[0.18507236242294312, -0.2303689420223236, -0.8578363656997681, 0.05164899304509163, 0.6706227660179138, 0.9345988631248474, -0.47028034925460815, 0.3525218963623047, 0.0760638639330864, -0.08083189278841019, 0.6605355739593506, -0.020295685157179832, -0.6507090330123901, -0.14549414813518524, -0.7029313445091248, -0.22456660866737366, 0.18269075453281403, -0.0324978232383728, 0.18597806990146637, 0.6369144916534424, 0.10413148999214172, 0.4223659336566925, 0.16034278273582458, -0.22214271128177643, -0.2637042701244354, -0.5835722088813782, -0.8767808675765991, 0.8401724100112915, -0.20055755972862244, 0.9612758755683899, -0.07143768668174744, 0.5412675738334656, -0.4457215368747711, 0.17426717281341553, 0.1171671450138092, 0.04250463843345642, -0.06329719722270966, 0.7079647183418274, 0.15140029788017273, 0.08336751163005829, -0.543782114982605, 0.02438274957239628, 0.5483698844909668, 0.5044887065887451, -0.19380022585391998, 0.7904424667358398, -0.4418216645717621, -0.9140821099281311, 0.6629473567008972, -0.7833958268165588, -0.1141391173005104, 0.10826478153467178, 0.7508982419967651, -0.14841364324092865, 1.0620603561401367, 0.5461854338645935, -0.20219281315803528, 0.1362806111574173, 0.8329934477806091, -0.5601251125335693, 0.1255348175764084, -0.11749479919672012, -0.6987373232841492, -0.3869059979915619]",1315
25,732,"[0.5017920732498169, -0.5112040042877197, -0.5117543935775757, -0.40385663509368896, 1.0558243989944458, -0.006605641450732946, -0.04553589969873428, 0.8270335793495178, -0.2712673842906952, 0.37149184942245483, 0.8329336047172546, -0.02084939368069172, -0.8436681628227234, -0.9423868060112, 1.181026577949524, -0.1032898798584938, -0.06730572879314423, 0.5032440423965454, -0.8136984705924988, -0.01359267346560955, 0.1439252644777298, 0.0493009015917778, -0.027004016563296318, -0.8068685531616211, -0.1221577450633049, 0.9793606996536255, -1.1278479099273682, -0.45215484499931335, -0.1422770619392395, 2.4550487995147705, 0.018805259838700294, 0.18979939818382263, -1.2417075634002686, 0.37856191396713257, -0.38124579191207886, -1.0165964365005493, 1.6354273557662964, 0.49188506603240967, -0.45313870906829834, -0.0171035323292017, -0.8542182445526123, -0.16789613664150238, -0.8928179740905762, -0.7912786602973938, -0.17927858233451843, 0.16475774347782135, -0.45336028933525085, 0.30209770798683167, -1.1240549087524414, 0.7632291316986084, 0.9184725880622864, 0.45361360907554626, 0.6138172745704651, -1.9774006605148315, -0.726546049118042, -0.2668781876564026, -1.3532509803771973, -0.7159371376037598, 1.1124277114868164, -1.223005771636963, -1.4634102582931519, -1.3233193159103394, -0.9045395255088806, 0.21538636088371277]",1308
26,859,"[-0.3547557592391968, 0.22396844625473022, -0.45458272099494934, 0.2645891308784485, 0.5837266445159912, 0.010216867551207542, -0.26722827553749084, 0.007538540754467249, 0.04247045889496803, -0.21469196677207947, 0.4047147035598755, 0.7008900046348572, 0.02817256562411785, -0.16627533733844757, 0.1407298892736435, -0.32372331619262695, -0.11641217768192291, 0.4818043112754822, -0.30320900678634644, -0.10556921362876892, -0.003968776203691959, 0.23084670305252075, 0.4619702994823456, -0.02998799830675125, 0.12600241601467133, 0.06000250205397606, -0.5176669359207153, -0.2570616602897644, 0.002186586381867528, 0.4813443422317505, 0.4749823212623596, 0.25050774216651917, -0.33090367913246155, -0.027371538802981377, 0.0398845337331295, -0.4394552409648895, 0.35944485664367676, 0.6283014416694641, -0.28249433636665344, -0.33149686455726624, -0.047239646315574646, 0.4221547544002533, -0.2743298411369324, 0.2827349305152893, 0.11432970315217972, 0.25385090708732605, -0.13390637934207916, -0.0728599801659584, -0.1699800342321396, -0.15206564962863922, -0.546596348285675, 0.055287137627601624, 0.5075160264968872, -0.2804616391658783, 0.32156434655189514, 0.03001793473958969, -0.5325077772140503, 0.1782897561788559, 0.3977862000465393, -0.5399223566055298, -0.2246159017086029, -0.3207727372646332, -0.4244495630264282, 0.5474052429199219]",3138
27,211,"[0.1423438936471939, 0.6643893122673035, -0.4220099449157715, 0.16052508354187012, 0.5012791752815247, -0.11636488139629364, 0.3293493092060089, -0.504506528377533, 0.07374133169651031, 0.37153810262680054, 0.32102927565574646, 1.0327608585357666, 0.5054508447647095, -1.5857067108154297, 0.5918232202529907, 0.10248719900846481, 1.0485169887542725, 0.06608889997005463, -0.47056543827056885, -0.03940649703145027, 0.6457653641700745, -0.41590404510498047, 0.7949098348617554, -0.6283375024795532, 0.601347804069519, 0.5377762913703918, -0.21231521666049957, -0.6453436613082886, -0.01038900576531887, 0.33256617188453674, 0.21378487348556519, 1.0726115703582764, -0.0599912665784359, 0.07551642507314682, 0.16442610323429108, 0.08292538672685623, 0.041512034833431244, 0.7394903302192688, -0.362834095954895, 0.34776967763900757, 0.2722150385379791, -0.039706774055957794, -0.22439515590667725, 0.2515042722225189, 0.4537372291088104, -0.45868343114852905, -0.6087191700935364, 0.22307202219963074, 0.29615211486816406, -0.3322244882583618, -1.1641558408737183, 0.27127620577812195, 0.3121888339519501, -0.6776401996612549, 0.3946138024330139, -0.10643327981233597, -0.3615272641181946, -0.1330476850271225, 0.206707164645195, -0.6187022924423218, 0.5966036319732666, 0.24094846844673157, -0.8700096011161804, 0.22074070572853088]",535
28,403,"[0.0586044006049633, -0.2115504890680313, 0.32594674825668335, -0.018449455499649048, 1.5186374187469482, 0.7237478494644165, 0.3061264753341675, -1.4177972078323364, -0.7125343084335327, -0.7589540481567383, -0.3486407995223999, 0.28803712129592896, -0.3901766538619995, -0.4046885669231415, 1.690011739730835, -0.05917747691273689, 0.21348589658737183, 0.20471492409706116, -0.620768666267395, -0.26569676399230957, 0.22818417847156525, -0.843157172203064, -0.5331148505210876, -0.9782573580741882, 1.693660855293274, 1.2293179035186768, -0.21066893637180328, 1.0125583410263062, -0.03952113166451454, 0.8168447017669678, -1.3278001546859741, -0.5403395891189575, 0.09553472697734833, 0.6073753833770752, 0.2542465925216675, -0.2138374000787735, 1.4132803678512573, 0.16521048545837402, -0.7790277004241943, -0.14569877088069916, -0.29735782742500305, 0.38977912068367004, 0.020225606858730316, 1.0468103885650635, 0.18656334280967712, 0.5515244603157043, -1.143154501914978, -1.9120478630065918, -0.3276195824146271, -0.41122952103614807, -0.5854973196983337, -0.8501279950141907, -0.23011070489883423, 0.22618557512760162, 0.7799001336097717, 0.8051939010620117, -0.9830641746520996, 0.04640220105648041, 0.337434321641922, -1.721070408821106, 0.4181858003139496, -0.8037282228469849, -0.021958522498607635, -0.5554254055023193]",1208
29,88,"[0.1511039435863495, -0.15107852220535278, 0.9035071134567261, 0.9298036694526672, 1.0116901397705078, 0.8000028133392334, -0.19666902720928192, -0.3496352732181549, -0.8255219459533691, -0.22311203181743622, 0.9919856786727905, 0.5548942685127258, -0.3478306531906128, 0.18905290961265564, -0.011217202991247177, 0.5560215711593628, -0.4520288407802582, -0.5167556405067444, -0.5804636478424072, 0.31883493065834045, -0.2055511325597763, -0.050737686455249786, 0.43647217750549316, 0.7994764447212219, 1.1349557638168335, -0.15546633303165436, 0.47383207082748413, -0.915944516658783, -0.41054394841194153, -0.20918121933937073, 0.775795578956604, 0.09904931485652924, 0.3908524215221405, 0.13228468596935272, 0.8019514083862305, -0.06677041947841644, 1.4112061262130737, 0.5127096772193909, 0.722111701965332, -0.32514819502830505, 0.4198371469974518, 1.4059759378433228, 0.380171000957489, -0.9213992953300476, -0.05111858621239662, 0.09119012206792831, -0.8987377882003784, 0.1276862770318985, 0.6416431069374084, -0.17924000322818756, -0.9360952377319336, -0.1288856565952301, 1.0396509170532227, -1.2589106559753418, 0.5301055908203125, -0.6530801653862, -1.214184045791626, 0.7091174125671387, -0.05380989611148834, -0.5918545722961426, 0.0970018059015274, -1.1233839988708496, -0.015649329870939255, 0.8926655650138855]",1016
30,629,"[0.4793960452079773, -0.18987222015857697, 0.5870815515518188, -0.0471523143351078, 0.32902148365974426, -0.3277226388454437, -0.36762937903404236, -0.5268582701683044, 0.4758434593677521, 0.23498377203941345, 1.0343763828277588, 0.6031171679496765, -0.2632373571395874, 0.37382736802101135, -0.1592559814453125, 0.14609263837337494, 0.529453694820404, 0.7803034782409668, 0.20554441213607788, 0.14875485002994537, 1.5018784999847412, -0.23814064264297485, 0.028793703764677048, 0.009866833686828613, 0.29380175471305847, -0.7878515720367432, -1.2039614915847778, 1.0507280826568604, -0.131581649184227, 0.5747604370117188, -0.19184431433677673, -0.06720716506242752, -0.08462190628051758, 0.32842501997947693, 1.299775242805481, 0.2251150757074356, 0.600085973739624, 1.2930258512496948, -0.16094587743282318, 0.12824764847755432, 0.40278682112693787, -0.05116048455238342, -0.5019733905792236, -0.8223937153816223, 0.26509326696395874, -1.1820905208587646, -0.8844673037528992, 0.6680704951286316, 0.5632305145263672, 0.1837480664253235, 0.2569800317287445, -0.5604051947593689, -0.6866418719291687, -0.3074474036693573, 1.0329669713974, -0.24818943440914154, -0.4776017665863037, -0.2795380651950836, 0.9440203309059143, 0.581606388092041, -0.5484843254089355, -0.0812404677271843, -1.372890830039978, -0.3649349808692932]",480
31,525,"[-0.28208327293395996, 1.4773313999176025, 0.44443899393081665, -0.5271632075309753, 0.9731037020683289, -0.1840238720178604, -0.2773684561252594, -0.6953088045120239, -0.42063868045806885, -0.11523132026195526, 0.3629932999610901, 1.3427668809890747, -0.24233819544315338, -1.000850796699524, 0.39943841099739075, 0.9115431308746338, 0.14549070596694946, 0.9163907766342163, 0.6448791027069092, -0.3103369474411011, 0.5315812826156616, 0.4522920548915863, 0.8644525408744812, -0.28835350275039673, -0.019100109115242958, -0.023831842467188835, 1.5610692501068115, -0.7379581332206726, -0.23128770291805267, -0.2817082107067108, 0.7339815497398376, 0.38116514682769775, 0.6247535943984985, -0.0470556803047657, 0.5756093859672546, 0.10258778929710388, -0.02812887728214264, -0.1931282877922058, -0.2909906506538391, -0.7615105509757996, 0.11132150888442993, -0.9650877118110657, -0.6406816840171814, -0.2285989373922348, -0.26269403100013733, -0.6376049518585205, -1.1488227844238281, 0.9227705597877502, 0.30547845363616943, 0.7546820044517517, -1.7222005128860474, -0.22471770644187927, -0.19230833649635315, -0.9975479245185852, 0.9562969207763672, 0.0051940628327429295, -0.561485230922699, 0.5312106013298035, -0.06792794913053513, -0.7288971543312073, 1.045089840888977, -0.09955957531929016, -0.24791817367076874, 0.24856702983379364]",1658
32,272,"[0.4071369171142578, 0.5673720240592957, -0.5175872445106506, 0.9970173239707947, 0.1280842274427414, 0.35340389609336853, -0.03873622417449951, -0.29336968064308167, -0.09857252240180969, 0.23031742870807648, -0.3605828583240509, 0.22570016980171204, 0.1279628723859787, -0.8206297755241394, 0.08132799714803696, -0.42763692140579224, -0.08418857306241989, -0.12827447056770325, 0.38293880224227905, 0.07562331110239029, 1.001536250114441, 0.4811481535434723, 0.5917093753814697, -0.26311683654785156, -0.22574986517429352, -0.012943696230649948, 0.7552881240844727, 0.13363145291805267, -0.15931089222431183, -0.2922400236129761, 0.3614458739757538, 0.03420233353972435, -0.8809279799461365, -0.6257726550102234, 0.29074177145957947, -0.32460471987724304, -0.21510018408298492, 0.41735413670539856, -0.1510898470878601, -0.05047525838017464, 0.7161269187927246, -0.053181566298007965, 0.5752618908882141, -0.3248834013938904, 0.4509190320968628, 0.07058051973581314, -0.31455424427986145, 0.6222355961799622, 0.10220902413129807, -0.349153608083725, -0.21408651769161224, -0.29166075587272644, 0.15905818343162537, -0.16541621088981628, -0.14462821185588837, 0.10429435968399048, -1.3316349983215332, 0.18069159984588623, 0.13547269999980927, -0.4799051880836487, 0.2432641237974167, 0.5307090878486633, -0.5826689004898071, 0.6459890604019165]",2901
33,624,"[-0.11396927386522293, 0.3846936821937561, -0.37353336811065674, -0.5100791454315186, 0.20237016677856445, 0.3145264983177185, 0.18233364820480347, -0.16504351794719696, 0.6984206438064575, -0.5291966199874878, 0.5542309284210205, 1.215698003768921, -0.3947445750236511, -0.8383060097694397, 0.14052601158618927, 0.23990315198898315, 0.3838098347187042, -0.1660461276769638, 0.33849722146987915, -0.6691159009933472, 0.7698354125022888, -0.22139818966388702, -0.3895626664161682, 0.08624529093503952, 0.5717009902000427, -0.3003988564014435, -0.1358870416879654, 0.03844340145587921, 0.1901496797800064, 0.011125949211418629, -0.11866917461156845, 0.2656553387641907, -0.9758108258247375, 0.04006015509366989, 0.1397372931241989, 0.27809613943099976, 0.19475221633911133, -0.6431735754013062, -0.13471144437789917, 0.23490150272846222, -0.40404212474823, 0.675666332244873, -0.17192751169204712, 0.6483388543128967, -0.3730968236923218, -0.3492698669433594, -0.08131615072488785, 0.7015708684921265, 0.5606096386909485, -0.02374074049293995, 0.2857075333595276, -0.005151983816176653, 0.09684786200523376, -0.4026351869106293, 0.4372185170650482, 0.278489351272583, -0.478170782327652, 0.7877934575080872, 0.19015595316886902, -0.08285383135080338, 0.5136286020278931, -0.34673139452934265, -1.0194348096847534, 0.2858177423477173]",3161
